,Movie,Production Budget,Domestic Gross,Worldwide Gross
4715,THE MASK (1994),18000000.0,119920129.0,351620129.0
4716,THE MASK OF ZORRO (1998),65000000.0,93828745.0,233700000.0
4717,THE MASKED SAINT (2016),3500000.0,182695.0,182695.0
4718,THE MASTER (2012),37500000.0,16247159.0,50879131.0
4719,THE MASTER OF DISGUISE (2002),16000000.0,40363530.0,40363530.0
4720,THE MATADOR (2005),10000000.0,12589255.0,17300838.0
4721,THE MATRIX (1999),65000000.0,173993387.0,465974198.0
4722,THE MATRIX RELOADED (2003),150000000.0,281553689.0,738576929.0
4723,THE MATRIX RESURRECTIONS (2021),190000000.0,37686805.0,156421363.0
4724,THE MATRIX REVOLUTIONS (2003),150000000.0,139270910.0,427300260.0
4725,THE MAZE RUNNER (2014),34000000.0,102427862.0,348319861.0
4726,THE MECHANIC (2011),42500000.0,29121498.0,76347393.0
4727,THE MEDALLION (2003),41000000.0,22108977.0,22108977.0
4728,THE MEDDLER (2016),3200000.0,4267219.0,5526942.0
4729,THE MEG (2018),178000000.0,145443742.0,527267828.0
4730,THE MEN WHO STARE AT GOATS (2009),24000000.0,32428195.0,67348218.0
4731,THE MERCHANT OF VENICE (2004),30000000.0,3765585.0,18765585.0
4732,THE MESSENGER (2009),6500000.0,1109660.0,1744952.0
4733,THE MESSENGER THE STORY OF JOAN OF ARC (1999),50000000.0,14271297.0,14271297.0
4734,THE MESSENGERS (2007),16000000.0,35374833.0,53774833.0
4735,THE MEXICAN (2001),40000000.0,66808615.0,145238250.0
4736,THE MIGHTY (1998),100000.0,2652246.0,6121582.0
4737,THE MIGHTY DUCKS (1992),10000000.0,50752337.0,50752337.0
4738,THE MIGHTY MACS (2011),7000000.0,1891936.0,1891936.0
4739,THE MIRROR HAS TWO FACES (1996),42000000.0,41267469.0,41267469.0
4740,THE MISEDUCATION OF CAMERON POST (2018),900000.0,905111.0,2019874.0
4741,THE MISFITS (1961),4000000.0,8200000.0,8200000.0
4742,THE MISSING (2003),65000000.0,26900336.0,38253433.0
4743,THE MISSING PERSON (2009),2000000.0,17896.0,17896.0
4744,THE MIST (2007),13000000.0,25593755.0,57189408.0
4745,THE MOLLY MAGUIRES (1970),11000000.0,2200000.0,2200000.0
4746,THE MONUMENTS MEN (2014),70000000.0,78031620.0,158702748.0
4747,THE MORTAL INSTRUMENTS CITY OF BONES (2013),60000000.0,31165421.0,75965567.0
4748,THE MOTEL (2006),250000.0,51540.0,51540.0
4749,THE MOTHMAN PROPHECIES (2002),42000000.0,35228696.0,56438555.0
4750,THE MUDGE BOY (2004),800000.0,62544.0,62544.0
4751,THE MULE (2018),50000000.0,103804407.0,173453994.0
4752,THE MUMMY (2017),195000000.0,80101125.0,409953905.0
4753,THE MUMMY (1999),80000000.0,155385488.0,416385488.0
4754,THE MUMMY RETURNS (2001),98000000.0,202007640.0,435040395.0
4755,THE MUMMY TOMB OF THE DRAGON EMPEROR (2008),175000000.0,102491776.0,405760225.0
4756,THE MUPPET CHRISTMAS CAROL (1992),12000000.0,27379507.0,28236088.0
4757,THE MUPPET MOVIE (1979),8000000.0,76657000.0,76657000.0
4758,THE MUPPETS (2011),45000000.0,88625922.0,160971922.0
4759,THE MUSE (1999),15000000.0,11614954.0,11614954.0
4760,THE MUSKETEER (2001),40000000.0,27053815.0,27053815.0
4761,THE NAMESAKE (2007),8500000.0,13610521.0,20288774.0
4762,THE NATIVITY STORY (2006),35000000.0,37629831.0,46309644.0
4763,THE NEGOTIATOR (1998),50000000.0,44705766.0,49105766.0
4764,THE NEON DEMON (2016),7500000.0,1333124.0,3559803.0
4765,THE NET (1995),22000000.0,50621733.0,110521733.0
4766,THE NEW GUY (2002),13000000.0,28972187.0,28972187.0
4767,THE NEW MUTANTS (2020),67000000.0,23855569.0,44608247.0
4768,THE NEW WORLD (2005),30000000.0,12712093.0,26184400.0
4769,THE NEWTON BOYS (1998),27000000.0,10341093.0,10341093.0
4770,THE NEXT BEST THING (2000),25000000.0,14983572.0,24355762.0
4771,THE NEXT THREE DAYS (2010),30000000.0,21148651.0,67255916.0
4772,THE NICE GUYS (2016),50000000.0,36261763.0,59596747.0
4773,THE NIGHT BEFORE (2015),25000000.0,43035725.0,52568099.0
4774,THE NIGHT LISTENER (2006),4000000.0,7836393.0,10770993.0
4775,THE NINTH GATE (2000),38000000.0,18653746.0,58394308.0
4776,THE NOTEBOOK (2004),30000000.0,81001787.0,115937163.0
4777,THE NOVEMBER MAN (2014),15000000.0,25018119.0,34820335.0
4778,THE NUMBER 23 (2007),32000000.0,35193167.0,77593167.0
4779,THE NUN (2018),22000000.0,117450119.0,363391647.0
4780,THE NUN'S STORY (1959),3500000.0,12800000.0,12800000.0
4781,THE NUT JOB (2014),30000000.0,64251538.0,122529966.0
4782,THE NUT JOB 2 NUTTY BY NATURE (2017),40000000.0,28370522.0,57424952.0
4783,THE NUTCRACKER (1993),19000000.0,2119994.0,2119994.0
4784,THE NUTCRACKER AND THE FOUR REALMS (2018),132900000.0,54858851.0,170024300.0
4785,THE NUTCRACKER IN 3D (2010),90000000.0,195459.0,20466016.0
4786,THE NUTTY PROFESSOR (1996),55000000.0,128814019.0,273814019.0
4787,THE OBJECT OF MY AFFECTION (1998),15000000.0,29145924.0,29145924.0
4788,THE ODD LIFE OF TIMOTHY GREEN (2012),40000000.0,51853450.0,55249159.0
4789,THE OFFSPRING (1987),1100000.0,1355728.0,1355728.0
4790,THE OH IN OHIO (2006),5000000.0,418689.0,648183.0
4791,THE OLD MAN AND THE GUN (2018),15800000.0,11277120.0,16955673.0
4792,THE OMEGA CODE (1999),7200000.0,12610552.0,12678312.0
4793,THE OMEN (2006),25000000.0,54607383.0,119295584.0
4794,THE OMEN (1976),2800000.0,48570885.0,48577431.0
4795,THE ONE (2001),49000000.0,43905746.0,72689126.0
4796,THE OOGIELOVES IN THE BIG BALLOON ADVENTURE (2012),20000000.0,1065907.0,1065907.0
4797,THE OPEN ROAD (2009),10000000.0,19716.0,19716.0
4798,THE ORDER (2003),35000000.0,7659747.0,11559747.0
4799,THE ORIGINAL KINGS OF COMEDY (2000),3000000.0,38168022.0,38236338.0
4800,THE OTHER BOLEYN GIRL (2008),40000000.0,26814957.0,78269970.0
4801,THE OTHER DREAM TEAM (2012),500000.0,134109.0,314444.0
4802,THE OTHER END OF THE LINE (2008),2500000.0,115504.0,507446.0
4803,THE OTHER GUYS (2010),100000000.0,119219978.0,170936470.0
4804,THE OTHER SIDE OF HEAVEN (2001),7000000.0,4720371.0,4720371.0
4805,THE OTHER SIDE OF THE DOOR (2016),5000000.0,3000342.0,12905107.0
4806,THE OTHER WOMAN (2014),40000000.0,83911193.0,195111193.0
4807,THE OTHERS (2001),17000000.0,96522687.0,207765056.0
4808,THE OUT OF TOWNERS (1999),40000000.0,28544120.0,28544120.0
4809,THE OUTSIDERS (1983),10000000.0,25697647.0,25707698.0
4810,THE OVERNIGHT (2015),200000.0,1109808.0,1165996.0
4811,THE OXFORD MURDERS (2010),10000000.0,4803.0,17704131.0
4812,THE PACIFIER (2005),56000000.0,113006880.0,198006880.0
4813,THE PAINTED VEIL (2006),19400000.0,8060487.0,15118795.0
4814,THE PALLBEARER (1996),8000000.0,5656388.0,5656388.0
4815,THE PAPERBOY (2012),12500000.0,677200.0,4027663.0
4816,THE PASSION OF THE CHRIST (2004),25000000.0,370782930.0,622313635.0
4817,THE PAST IS A GROTESQUE ANIMAL (2014),100000.0,20056.0,20056.0
4818,THE PATRIOT (2000),110000000.0,113330342.0,215300000.0
4819,THE PEACEMAKER (1997),50000000.0,41263140.0,62967368.0
4820,THE PEANUT BUTTER FALCON (2019),6200000.0,20457158.0,23191551.0
4821,THE PEANUTS MOVIE (2015),99000000.0,130178411.0,250091610.0
4822,THE PELICAN BRIEF (1993),45000000.0,100768056.0,187995859.0
4823,THE PEREZ FAMILY (1995),11000000.0,2794056.0,2794056.0
4824,THE PERFECT GAME (2010),12500000.0,1089445.0,3931367.0
4825,THE PERFECT GUY (2015),18000000.0,57027435.0,60278166.0
4826,THE PERFECT HOST (2011),1000000.0,48764.0,51587.0
4827,THE PERFECT MAN (2005),10000000.0,16535005.0,19535005.0
4828,THE PERFECT MATCH (2016),5000000.0,9669521.0,10182050.0
4829,THE PERFECT STORM (2000),120000000.0,182618434.0,328711434.0
4830,THE PERKS OF BEING A WALLFLOWER (2012),13000000.0,17742948.0,33069303.0
4831,THE PERSONAL HISTORY OF DAVID COPPERFIELD (2020),15600000.0,1876298.0,13207442.0
4832,THE PHANTOM (1996),45000000.0,17220599.0,17220599.0
4833,THE PHANTOM OF THE OPERA (2004),55000000.0,51225796.0,153770052.0
4834,THE PHOTOGRAPH (2020),15000000.0,20578185.0,20704381.0
4835,THE PIANIST (2002),35000000.0,32519322.0,111854182.0
4836,THE PIANO (1993),7000000.0,40157856.0,40207064.0
4837,THE PINK PANTHER (2006),80000000.0,82226474.0,158926474.0
4838,THE PIRATE (1948),3700000.0,2956000.0,2956000.0
4839,THE PIRATES BAND OF MISFITS (2012),55000000.0,31051126.0,136143605.0
4840,THE PIRATES WHO DON'T DO ANYTHING A VEGGIETALES MOVIE (2008),15000000.0,12981269.0,13248444.0
4841,THE PLACE BEYOND THE PINES (2013),15000000.0,21403519.0,47011449.0
4842,THE PLAYER (1992),8000000.0,21706101.0,28876702.0
4843,THE PLAYERS CLUB (1998),5000000.0,23047939.0,23047939.0
4844,THE PLEDGE (2001),45000000.0,19719930.0,29406132.0
4845,THE POLAR EXPRESS (2004),170000000.0,188578855.0,312719437.0
4846,THE POSSESSION (2012),14000000.0,49130588.0,82925064.0
4847,THE POSSESSION OF HANNAH GRACE (2018),6000000.0,14836174.0,42873730.0
4848,THE POST (2017),50000000.0,81903458.0,179769457.0
4849,THE POSTMAN (1997),80000000.0,17650704.0,20841123.0
4850,THE POSTMAN ALWAYS RINGS TWICE (1981),12000000.0,12200000.0,44200000.0
4851,THE POWERPUFF GIRLS (2002),25000000.0,11411644.0,16425701.0
4852,THE PREDATOR (2018),88000000.0,51024708.0,159487563.0
4853,THE PRESTIGE (2006),40000000.0,53089891.0,104407366.0
4854,THE PRINCE AND ME (2004),30000000.0,28165882.0,30089110.0
4855,THE PRINCE OF EGYPT (1998),60000000.0,101413188.0,218613188.0
4856,THE PRINCE OF TIDES (1991),30000000.0,74787599.0,74787599.0
4857,THE PRINCESS AND THE FROG (2009),105000000.0,104400899.0,270997378.0
4858,THE PRINCESS BRIDE (1987),15000000.0,30857000.0,31046220.0
4859,THE PRINCESS DIARIES (2001),30000000.0,108244774.0,165334774.0
4860,THE PRINCESS DIARIES 2 ROYAL ENGAGEMENT (2004),45000000.0,95149435.0,134713435.0
4861,THE PRISONER OF ZENDA (1979),12500000.0,7000000.0,7000000.0
4862,THE PRODIGY (2019),6000000.0,14856291.0,22413145.0
4863,THE PRODUCERS THE MOVIE MUSICAL (2005),45000000.0,19398532.0,32952995.0
4864,THE PROMISE (2017),90000000.0,8224288.0,10551417.0
4865,THE PROPOSAL (2009),40000000.0,163958031.0,314709717.0
4866,THE PROPOSITION (2006),20000000.0,1903434.0,5313608.0
4867,THE PUFFY CHAIR (2006),15000.0,194523.0,195254.0
4868,THE PUNISHER (2004),33000000.0,33664370.0,54533774.0
4869,THE PURGE (2013),3000000.0,64473115.0,91266581.0
4870,THE PURGE ANARCHY (2014),9000000.0,71562550.0,111534881.0
4871,THE PURGE ELECTION YEAR (2016),10000000.0,79042440.0,118514727.0
4872,THE PURSUIT OF D B COOPER (1981),12000000.0,2104164.0,2104164.0
4873,THE PURSUIT OF HAPPYNESS (2006),55000000.0,162586036.0,307311093.0
4874,THE QUEEN (2006),15000000.0,56441711.0,128885873.0
4875,THE QUICK AND THE DEAD (1995),32000000.0,18552460.0,18552460.0
4876,THE QUIET (2006),900000.0,381420.0,381420.0
4877,THE QUIET AMERICAN (2002),20000000.0,12987647.0,26348203.0
4878,THE R M (2003),500000.0,1111615.0,1111615.0
4879,THE RAGE CARRIE 2 (1999),21000000.0,17760244.0,17760244.0
4880,THE RAILWAY MAN (2014),18000000.0,4438438.0,23910210.0
4881,THE RAINMAKER (1997),40000000.0,45916769.0,45916769.0
4882,THE RAVEN (2012),26000000.0,16008272.0,30601801.0
4883,THE READER (2008),32500000.0,34194407.0,112964875.0
4884,THE REAL CANCUN (2003),4000000.0,3816594.0,4188034.0
4885,THE REAPING (2007),40000000.0,25126214.0,62226214.0
4886,THE RELIC (1997),60000000.0,33956608.0,33956608.0
4887,THE RELUCTANT FUNDAMENTALIST (2013),15000000.0,528731.0,528731.0
4888,THE REMAINS OF THE DAY (1993),15000000.0,22954968.0,63954968.0
4889,THE REPLACEMENT KILLERS (1998),30000000.0,19035741.0,19035741.0
4890,THE REPLACEMENTS (2000),50000000.0,44737059.0,50054511.0
4891,THE RESURRECTION OF GAVIN STONE (2017),2000000.0,2303792.0,2303792.0
4892,THE RETURN (2004),15000000.0,501752.0,5953886.0
4893,THE RETURN OF THE LIVING DEAD (1985),4000000.0,14237880.0,14238395.0
4894,THE RETURN OF THE PINK PANTHER (1975),5000000.0,41833347.0,41833347.0
4895,THE REVENANT (2015),135000000.0,183637894.0,532938302.0
4896,THE RHYTHM SECTION (2020),50000000.0,5437971.0,5983043.0
4897,THE RIGHT STUFF (1983),27000000.0,21500000.0,21500213.0
4898,THE RING (2002),48000000.0,129094024.0,248218486.0
4899,THE RING TWO (2005),50000000.0,75941727.0,161941727.0
4900,THE RISE AND FALL OF MISS THANG (2008),10000.0,401.0,401.0
4901,THE RITE (2011),37000000.0,33047633.0,97143987.0
4902,THE RIVER WILD (1994),45000000.0,46815000.0,94215000.0
4903,THE ROAD (2009),25000000.0,8114270.0,29206732.0
4904,THE ROAD TO EL DORADO (2000),95000000.0,50802661.0,65700000.0
4905,THE ROBE (1953),5000000.0,36000000.0,36010330.0
4906,THE ROCK (1996),75000000.0,134069511.0,336069511.0
4907,THE ROCKER (2008),15000000.0,6409528.0,8767338.0
4908,THE ROCKY HORROR PICTURE SHOW (1975),1200000.0,1414845.0,2317524.0
4909,THE ROOKIE (2002),22000000.0,75600072.0,80491516.0
4910,THE ROOMMATE (2011),16000000.0,37300107.0,52545707.0
4911,THE ROSE (1979),8500000.0,29200000.0,29200000.0
4912,THE ROVER (2014),8500000.0,1109199.0,3180252.0
4913,THE ROYAL TENENBAUMS (2001),28000000.0,52353636.0,71430876.0
4914,THE RUGRATS MOVIE (1998),28000000.0,100494685.0,140894685.0
4915,THE RUINS (2008),25000000.0,17432844.0,22910563.0
4916,THE RULES OF ATTRACTION (2002),4000000.0,6525762.0,11799060.0
4917,THE RUM DIARY (2011),45000000.0,13109815.0,21544732.0
4918,THE RUNAWAYS (2010),9500000.0,3573673.0,5278632.0
4919,THE RUNDOWN (2003),85000000.0,47641743.0,80831893.0
4920,THE RUNNING MAN (1987),30000000.0,38122000.0,38122000.0
4921,THE SAINT (1997),90000000.0,61363304.0,169400000.0
4922,THE SALON (2007),1500000.0,139084.0,139084.0
4923,THE SALTON SEA (2002),18000000.0,676698.0,676698.0
4924,THE SALVATION (2014),14000000.0,43318.0,2947737.0
4925,THE SANTA CLAUSE (1994),22000000.0,145539357.0,190506000.0
4926,THE SANTA CLAUSE 2 (2002),65000000.0,139225854.0,172844592.0
4927,THE SAPPHIRES (2012),9000000.0,2450867.0,20395040.0
4928,THE SAVAGES (2007),9000000.0,6623082.0,10642023.0
4929,THE SCARLET LETTER (1995),50000000.0,10359006.0,10359006.0
4930,THE SCORE (2001),68000000.0,71069884.0,113542091.0
4931,THE SCORPION KING (2002),60000000.0,90580000.0,165890634.0
4932,THE SECOND BEST EXOTIC MARIGOLD HOTEL (2015),10000000.0,33078266.0,89400862.0
4933,THE SECRET LIFE OF BEES (2008),11000000.0,37780486.0,39994347.0
4934,THE SECRET LIFE OF PETS (2016),75000000.0,368384330.0,885302500.0
4935,THE SECRET LIFE OF PETS 2 (2019),80000000.0,158874395.0,446109115.0
4936,THE SECRET LIFE OF WALTER MITTY (2013),91000000.0,58236838.0,187861183.0
4937,THE SECRET OF KELLS (2010),8000000.0,690290.0,3582797.0
4938,THE SECRETS OF JONATHAN SPERRY (2009),1000000.0,1355079.0,1355079.0
4939,THE SEEKER THE DARK IS RISING (2007),45000000.0,8794452.0,31852619.0
4940,THE SENTINEL (2006),60000000.0,36280697.0,78080697.0
4941,THE SESSIONS (2012),1000000.0,6002451.0,11495204.0
4942,THE SHACK (2017),20000000.0,57386418.0,96860808.0
4943,THE SHADOW (1994),40000000.0,31835600.0,31835600.0
4944,THE SHAGGY DOG (2006),60000000.0,61123569.0,87123569.0
4945,THE SHALLOWS (2016),13000000.0,55121623.0,118763442.0
4946,THE SHAPE OF WATER (2017),19500000.0,63859435.0,195790794.0
4947,THE SHAWSHANK REDEMPTION (1994),25000000.0,28241469.0,28419159.0
4948,THE SHINING (1980),19000000.0,44568631.0,45601938.0
4949,THE SHIPPING NEWS (2001),35000000.0,11405825.0,24405825.0
4950,THE SIEGE (1998),70000000.0,40934175.0,116625798.0
4951,THE SIGNAL (2008),50000.0,251150.0,406299.0
4952,THE SIGNAL (2014),4000000.0,600896.0,2665322.0
4953,THE SILENCE OF THE LAMBS (1991),20000000.0,130726716.0,275726716.0
4954,THE SIMPSONS MOVIE (2007),72500000.0,183135014.0,527071022.0
4955,THE SINGING DETECTIVE (2003),8000000.0,336456.0,524747.0
4956,THE SINGLES WARD (2002),500000.0,1250798.0,1250798.0
4957,THE SISTERHOOD OF NIGHT (2015),1000000.0,6870.0,6870.0
4958,THE SISTERHOOD OF THE TRAVELING PANTS (2005),25000000.0,39053061.0,41560117.0
4959,THE SISTERHOOD OF THE TRAVELING PANTS 2 (2008),27000000.0,44089964.0,44270131.0
4960,THE SISTERS BROTHERS (2018),38000000.0,3143056.0,14636067.0
4961,THE SITTER (2011),25000000.0,30542576.0,38749404.0
4962,THE SIXTH SENSE (1999),40000000.0,293506292.0,672806292.0
4963,THE SKELETON KEY (2005),40000000.0,47907715.0,92256918.0
4964,THE SKELETON TWINS (2014),1000000.0,5284309.0,5797192.0
4965,THE SKULLS (2000),15000000.0,35007180.0,35007180.0
4966,THE SLAUGHTER RULE (2003),500000.0,13134.0,13134.0
4967,THE SLEEPWALKER 2014 (2014),1100000.0,2636.0,53240.0
4968,THE SMURFS (2011),110000000.0,142614158.0,563749323.0
4969,THE SMURFS 2 (2013),110000000.0,71017784.0,348547523.0
4970,THE SNOWMAN (2017),35000000.0,6670765.0,43164679.0
4971,THE SOCIAL NETWORK (2010),40000000.0,96962694.0,224922135.0
4972,THE SOLOIST (2009),60000000.0,31853584.0,38522450.0
4973,THE SON OF NO ONE (2011),15000000.0,30680.0,1148578.0
4974,THE SORCERER'S APPRENTICE (2010),160000000.0,63150991.0,217986320.0
4975,THE SOUND OF MUSIC (1965),8200000.0,163214286.0,286214195.0
4976,THE SPACE BETWEEN US (2017),30000000.0,7885294.0,16481405.0
4977,THE SPANISH PRISONER (1998),10000000.0,10162034.0,13835130.0
4978,THE SPECIALIST (1994),45000000.0,57362581.0,170362581.0
4979,THE SPECIALS (2000),1000000.0,12996.0,12996.0
4980,THE SPECTACULAR NOW (2013),2500000.0,6852971.0,6916951.0
4981,THE SPIDERWICK CHRONICLES (2008),92500000.0,71195053.0,162839667.0
4982,THE SPIRIT (2008),60000000.0,19806188.0,39006188.0
4983,THE SPONGEBOB MOVIE SPONGE ON THE RUN (2020),60000000.0,4810790.0,4810790.0
4984,THE SPONGEBOB MOVIE SPONGE OUT OF WATER (2015),74000000.0,162994032.0,311013181.0
4985,THE SPY NEXT DOOR (2010),28000000.0,24307106.0,46752858.0
4986,THE SPY WHO DUMPED ME (2018),40000000.0,33562069.0,78998245.0
4987,THE SPY WHO LOVED ME (1977),14000000.0,46800000.0,185400000.0
4988,THE SQUARE (2013),1500000.0,124244.0,176262.0
4989,THE SQUARE (2010),1900000.0,406216.0,740932.0
4990,THE SQUID AND THE WHALE (2005),1500000.0,7372734.0,11191423.0
4991,THE STAR (2017),20000000.0,40847995.0,62695827.0
4992,THE STATEMENT (2003),27000000.0,765637.0,1545064.0
4993,THE STATION AGENT (2003),500000.0,5801558.0,9470209.0
4994,THE STEPFATHER (2009),20000000.0,29062561.0,29227561.0
4995,THE STEPFORD WIVES (2004),100000000.0,59475623.0,96150482.0
4996,THE STEWARDESSES (1969),200000.0,13500000.0,25000000.0
4997,THE STICKY FINGERS OF TIME (1999),250000.0,18195.0,20628.0
4998,THE STING (1973),5500000.0,159616327.0,159616327.0
4999,THE STORY OF US (1999),50000000.0,27100030.0,27100030.0
5000,THE STRAIGHT STORY (1999),10000000.0,6197866.0,6199310.0
5001,THE STRANGERS (2008),9000000.0,52597610.0,83051676.0
5002,THE STRANGERS PREY AT NIGHT (2018),5000000.0,24431472.0,32144262.0
5003,THE SUICIDE SQUAD (2021),185000000.0,55817425.0,167097737.0
5004,THE SUM OF ALL FEARS (2002),68000000.0,118471320.0,193500000.0
5005,THE SUN IS ALSO A STAR (2019),9000000.0,4950029.0,5680910.0
5006,THE SWEENEY (2012),4500000.0,26345.0,8000366.0
5007,THE SWEET HEREAFTER (1997),5000000.0,4306697.0,7951247.0
5008,THE SWEETEST THING (2002),43000000.0,24430272.0,63078756.0
5009,THE SWITCH (2010),19000000.0,27758465.0,49858465.0
5010,THE TAILOR OF PANAMA (2001),18000000.0,13491653.0,27491653.0
5011,THE TAKING OF PELHAM 123 (2009),110000000.0,65452312.0,152364370.0
5012,THE TALE OF DESPEREAUX (2008),60000000.0,50877145.0,90482317.0
5013,THE TALENTED MR RIPLEY (1999),40000000.0,81292135.0,128792130.0
5014,THE TAX COLLECTOR (2020),30000000.0,1044212.0,1309971.0
5015,THE TEMPEST (2010),20000000.0,277943.0,277943.0
5016,THE TEN (2007),5250000.0,769726.0,786677.0
5017,THE TEN COMMANDMENTS (1956),13500000.0,85400591.0,85433929.0
5018,THE TEN COMMANDMENTS (2007),10000000.0,952820.0,1051907.0
5019,THE TERMINAL (2004),75000000.0,77073959.0,218673959.0
5020,THE TERMINATOR (1984),6400000.0,38019031.0,78019031.0
5021,THE TERRORIST (2000),25000.0,195043.0,195043.0
5022,THE TEXAS CHAINSAW MASSACRE (2003),9000000.0,80571655.0,107967319.0
5023,THE TEXAS CHAINSAW MASSACRE (1974),140000.0,26572439.0,26572439.0
5024,THE TEXAS CHAINSAW MASSACRE 2 (1986),4700000.0,8025872.0,8025872.0
5025,THE TEXAS CHAINSAW MASSACRE THE BEGINNING (2006),16000000.0,39517763.0,50517763.0
5026,THE THEORY OF EVERYTHING (2014),15000000.0,35893537.0,123327692.0
5027,THE THIEF AND THE COBBLER (1995),24000000.0,669276.0,669276.0
5028,THE THIN RED LINE (1998),52000000.0,36400491.0,97709034.0
5029,THE THING (2011),38000000.0,16999934.0,27573078.0
5030,THE THIRTEENTH FLOOR (1999),16000000.0,11810854.0,11810854.0
5031,THE THOMAS CROWN AFFAIR (1999),48000000.0,69304264.0,124304264.0
5032,THE THREE MUSKETEERS (2011),90000000.0,20377913.0,139877913.0
5033,THE THREE STOOGES (2012),30000000.0,44338224.0,54052249.0
5034,THE TIGGER MOVIE (2000),20000000.0,45542421.0,96147688.0
5035,THE TIME MACHINE (2002),80000000.0,56684819.0,98983590.0
5036,THE TIME TRAVELER'S WIFE (2009),39000000.0,63414846.0,102332135.0
5037,THE TO DO LIST (2013),1500000.0,3491669.0,4128828.0
5038,THE TOURIST (2010),100000000.0,67631157.0,278731369.0
5039,THE TOWN (2010),37000000.0,92186262.0,152566881.0
5040,THE TOXIC AVENGER PART II (1989),2300000.0,28950.0,28950.0
5041,THE TRAIN (1965),5800000.0,6800000.0,6800000.0
5042,THE TRANSPORTER (2002),21000000.0,25296447.0,43928932.0
5043,THE TRANSPORTER 2 (2005),32000000.0,43095856.0,88978458.0
5044,THE TRANSPORTER REFUELED (2015),22000000.0,16029670.0,69698495.0
5045,THE TREE OF LIFE (2011),35000000.0,13305665.0,61721826.0
5046,THE TRIALS OF DARRYL HUNT (2007),200000.0,1217.0,1217.0
5047,THE TROUBLE WITH HARRY (1955),1200000.0,7000000.0,7000000.0
5048,THE TRUMAN SHOW (1998),60000000.0,125618201.0,264118201.0
5049,THE TURNING (2020),12000000.0,15472775.0,18460739.0
5050,THE TUXEDO (2002),60000000.0,50586000.0,104429625.0
5051,THE TWILIGHT SAGA BREAKING DAWN PART 1 (2011),127500000.0,281287133.0,686271489.0
5052,THE TWILIGHT SAGA BREAKING DAWN PART 2 (2012),136200000.0,292324737.0,829724737.0
5053,THE TWILIGHT SAGA ECLIPSE (2010),68000000.0,300531751.0,706102828.0
5054,THE TWILIGHT SAGA NEW MOON (2009),50000000.0,296623634.0,687557727.0
5055,THE UGLY TRUTH (2009),38000000.0,88915214.0,205298907.0
5056,THE ULTIMATE GIFT (2007),9000000.0,3438735.0,3438735.0
5057,THE UNBEARABLE WEIGHT OF MASSIVE TALENT (2022),30000000.0,20300157.0,29116320.0
5058,THE UNBORN (2009),16000000.0,42670410.0,78208812.0
5059,THE UNHOLY (2021),10000000.0,15532137.0,30792024.0
5060,THE UNTOUCHABLES (1987),25000000.0,76270454.0,76271995.0
5061,THE UPSIDE (2019),37500000.0,108235497.0,125818440.0
5062,THE UPSIDE OF ANGER (2005),12000000.0,18761993.0,28915761.0
5063,THE USUAL SUSPECTS (1995),6000000.0,23341568.0,34449356.0
5064,THE VALLEY OF DECISION (1945),2160000.0,9132000.0,9132000.0
5065,THE VATICAN TAPES (2015),13000000.0,1784763.0,14929184.0
5066,THE VELOCITY OF GARY (1999),4000000.0,34145.0,34145.0
5067,THE VERDICT (1982),16000000.0,53977250.0,53977250.0
5068,THE VILLAGE (2004),71682975.0,114197520.0,257641634.0
5069,THE VIRGIN SUICIDES (2000),6000000.0,4859475.0,10619770.0
5070,THE VIRGINITY HIT (2010),2000000.0,636706.0,636706.0
5071,THE VISIT (2015),5000000.0,65206105.0,98677816.0
5072,THE VISITOR (2008),4000000.0,9427026.0,19174817.0
5073,THE VOW (2012),30000000.0,125014030.0,197618160.0
5074,THE WACKNESS (2008),6000000.0,2077046.0,3330012.0
5075,THE WALK (2015),35000000.0,10161183.0,61492104.0
5076,THE WALL (2017),3000000.0,1803064.0,4495262.0
5077,THE WAR WITH GRANDPA (2020),38000000.0,21277892.0,46819069.0
5078,THE WARRIOR'S WAY (2010),42000000.0,5666340.0,8514325.0
5079,THE WASH (2001),4000000.0,10097096.0,10097096.0
5080,THE WATCH (2012),55000000.0,34353000.0,67130045.0
5081,THE WATCHER (2000),33000000.0,28946615.0,47267829.0
5082,THE WATER DIVINER (2014),22500000.0,4200117.0,31054727.0
5083,THE WATER HORSE LEGEND OF THE DEEP (2007),40000000.0,40412817.0,103429755.0
5084,THE WATERBOY (1998),23000000.0,161491646.0,190191646.0
5085,THE WATERMELON WOMAN (1997),300000.0,42735.0,42735.0
5086,THE WAY BACK (2020),23000000.0,13590514.0,14563409.0
5087,THE WAY OF THE GUN (2000),9000000.0,6047856.0,13061935.0
5088,THE WAY WAY BACK (2013),5000000.0,21502690.0,26853810.0
5089,THE WEATHER MAN (2005),20000000.0,12482775.0,15466961.0
5090,THE WEDDING DATE (2005),15000000.0,31726995.0,47175038.0
5091,THE WEDDING PLANNER (2001),28000000.0,60400856.0,94728529.0
5092,THE WEDDING RINGER (2015),23000000.0,64460211.0,80171596.0
5093,THE WENDELL BAKER STORY (2007),8000000.0,127188.0,127188.0
5094,THE WHITE COUNTESS (2005),16000000.0,1669971.0,2814566.0
5095,THE WHOLE NINE YARDS (2000),24000000.0,57262492.0,85527867.0
5096,THE WHOLE TEN YARDS (2004),30000000.0,16323969.0,26323969.0
